,orgA_id,orgB_id,ks,pval,orgA_label,orgB_label,correct
575,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,manoramanews,0.8962651887143152,0.0,4,-1,False
637,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,UltimaHoracom,0.8962685408516491,0.0,4,-1,False
538,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,TheQuint,0.8962821653606589,0.0,4,-1,False
577,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,FabrizioRomano,0.8962973784899275,0.0,4,-1,False
583,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,YinonMagal,0.896303440290854,0.0,4,-1,False
546,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,IrnaEnglish,0.8963223242073278,0.0,4,-1,False
529,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,TRTArabi,0.896332746638902,0.0,4,-1,False
567,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,bbcpersian,0.8963534460727725,0.0,4,-1,False
601,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,nexta_tv,0.8963546769950164,0.0,4,-1,False
553,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,tengrinewskz,0.8963581593327635,0.0,4,-1,False
544,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,ndtv,0.8963667375259452,0.0,4,-1,False
593,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,afpfr,0.8963688447246205,0.0,4,-1,False
621,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,Republic_Bharat,0.8963726031666294,0.0,4,-1,False
528,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,correodelsurcom,0.8963742997982254,0.0,4,-1,False
592,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,SCMPNews,0.8964213980159764,0.0,4,-1,False
524,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,v_alalamnews,0.8964213980159764,0.0,4,-1,False
543,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,clashreport,0.8964459488047387,0.0,4,-1,False
517,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,trtworld,0.8964758743826496,0.0,4,-1,False
632,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,kairalinews,0.896489315749198,0.0,4,-1,False
572,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,the_hindu,0.8965085427101788,0.0,4,-1,False
612,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,LANACION,0.8965213517727337,0.0,4,-1,False
579,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,yonhapcn,0.8965805737949498,0.0,4,-1,False
551,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,globalnews,0.8965948339258816,0.0,4,-1,False
602,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,ME_Observer_,0.896599024502646,0.0,4,-1,False
611,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,agerpres,0.8966095747949799,0.0,4,-1,False
598,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,_IPNoticias,0.8966098401722317,0.0,4,-1,False
564,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,MeghUpdates,0.8966176416303242,0.0,4,-1,False
631,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,manniefabian,0.8966216204259958,0.0,4,-1,False
552,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,nytimes,0.8966423381715736,0.0,4,-1,False
560,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,PDChina,0.8966466544885466,0.0,4,-1,False
599,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,AJEnglish,0.8966504238909803,0.0,4,-1,False
616,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,telesurenglish,0.8966510312158342,0.0,4,-1,False
615,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,espectadorccs,0.8966721280043036,0.0,4,-1,False
625,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,A3Noticias,0.8966735031496178,0.0,4,-1,False
622,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,MothershipSG,0.8967035552615015,0.0,4,-1,False
587,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,sportsru,0.8967194358302141,0.0,4,-1,False
607,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,Gazzetta_it,0.8967304400173072,0.0,4,-1,False
638,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,CGTNOfficial,0.8967411898446381,0.0,4,-1,False
573,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,elcomerciocom,0.8967650006156785,0.0,4,-1,False
563,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,akipress,0.8967718456804189,0.0,4,-1,False
574,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,gulf_news,0.8968094778378682,0.0,4,-1,False
566,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,Sota_Vision,0.8968255097033871,0.0,4,-1,False
520,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,OANN,0.8968401464557845,0.0,4,-1,False
581,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,WAMNEWS_ENG,0.8968791801210196,0.0,4,-1,False
603,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,SkyNews,0.8969074710738597,0.0,4,-1,False
636,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,News18Urdu,0.8970113191690522,0.0,4,-1,False
565,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,agenciabrasil,0.8970335936124695,0.0,4,-1,False
619,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,GeneralMCNews,0.8970939257610582,6.4e-323,4,-1,False
604,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,scroll_in,0.8971216519741673,9e-323,4,-1,False
620,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,anatoliisharii,0.8971619045697976,1.6e-322,4,-1,False
588,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,YosephHaddad,0.8971765475018983,1.73e-322,4,-1,False
608,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,El_Universal_Mx,0.8971929887121532,0.0,4,-1,False
634,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,kazinform_eng,0.897239082134794,2.27e-322,4,-1,False
617,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,MoscowTimes,0.897239082134794,2.27e-322,4,-1,False
609,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,business,0.897279494958282,0.0,4,-1,False
556,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,TheAstanaTimes,0.8972906136711399,2.6e-322,4,-1,False
610,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,YotYotam,0.8973274610880336,2.77e-322,4,-1,False
541,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,ESPNFC,0.8973466988042175,2.8e-322,4,-1,False
626,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,CBCNews,0.8973665116389719,2.9e-322,4,-1,False
613,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,ChannelNewsInd1,0.8974296708633765,3e-322,4,-1,False
1474,f693b06b5f6ea9867c3f271f46ad951585cc4b61e78b0608a7e842ee176335be,globeandmail,0.8976000513701379,4.772822106430159e-102,17,-1,False
630,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,clarincom,0.8976409614353769,2.57e-322,4,-1,False
569,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,kyodo_english,0.8977181189303625,0.0,4,-1,False
525,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,crypto,0.897755324205394,2.67e-322,4,-1,False
627,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,PressTV,0.8979310031414444,0.0,4,-1,False
539,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,cnnbrk,0.8979820044728767,9.7769113951106e-311,4,-1,False
623,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,danielamram3,0.8980098823649271,2.37e-322,4,-1,False
818,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,FinancialXpress,0.8980588662520755,3.26e-322,9,-1,False
570,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,grupoeldeber,0.8980930639510725,2.5e-323,4,-1,False
847,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,ATBDigital,0.8981336043610829,2.4e-322,9,-1,False
893,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,UltimaHoracom,0.8981376160511477,2.37e-322,9,-1,False
794,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,TheQuint,0.8981512405601575,2.17e-322,9,-1,False
513,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,VOAfarsi,0.8981572816756563,0.0,4,-1,False
833,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,FabrizioRomano,0.898166453689426,2.03e-322,9,-1,False
802,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,IrnaEnglish,0.8981913994068265,1.7e-322,9,-1,False
857,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,nexta_tv,0.8982237521945149,1.3e-322,9,-1,False
784,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,correodelsurcom,0.8982433749977239,1.04e-322,9,-1,False
798,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,anadoluagency,0.8982543497752047,3.16e-322,9,-1,False
532,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,minuto30com,0.8982710262103537,0.0,4,-1,False
780,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,v_alalamnews,0.8982904732154751,4e-323,9,-1,False
848,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,SCMPNews,0.8982904732154751,4e-323,9,-1,False
799,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,clashreport,0.8983150240042374,5e-324,9,-1,False
787,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,lajornadaonline,0.898328054927625,3.9e-322,9,-1,False
540,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,MehrnewsCom,0.8983348448378145,1.5266228624739446e-275,4,-1,False
773,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,trtworld,0.8983449495821483,2.7e-322,9,-1,False
888,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,kairalinews,0.8983583909486966,2.6e-322,9,-1,False
605,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,tassagency_en,0.8983958903438478,3.262689059449632e-270,4,-1,False
831,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,manoramanews,0.8984053400862182,2.37e-322,9,-1,False
835,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,yonhapcn,0.8984496489944485,0.0,9,-1,False
768,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,guardian,0.8984502490176574,3.16e-322,9,-1,False
807,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,globalnews,0.8984639091253802,0.0,9,-1,False
858,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,ME_Observer_,0.8984680997021445,3.1e-322,9,-1,False
867,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,agerpres,0.8984786499944786,3.06e-322,9,-1,False
852,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,biobio,0.8984851742275178,0.0,9,-1,False
839,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,YinonMagal,0.8984860934144666,1.93e-322,9,-1,False
820,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,MeghUpdates,0.8984867168298227,0.0,9,-1,False
887,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,manniefabian,0.8984906956254943,0.0,9,-1,False
816,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,PDChina,0.8985157296880452,0.0,9,-1,False
872,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,telesurenglish,0.8985201064153328,0.0,9,-1,False
878,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,MothershipSG,0.898572630461,0.0,9,-1,False
809,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,tengrinewskz,0.8985819073465909,3.3e-322,9,-1,False
843,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,sportsru,0.8985885110297126,0.0,9,-1,False
823,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,bbcpersian,0.8985916611762946,1.3e-322,9,-1,False
894,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,CGTNOfficial,0.8986102650441368,1.14e-322,9,-1,False
849,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,afpfr,0.8986241694413072,1.04e-322,9,-1,False
850,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,PTTVOnlineNews,0.898625131577357,3.75e-322,9,-1,False
1236,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,biobio,0.8986338970345341,0.0,1,-1,False
819,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,akipress,0.8986409208799175,0.0,9,-1,False
868,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,LANACION,0.8986536541372757,2.4e-322,9,-1,False
822,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,Sota_Vision,0.8986945849028857,0.0,9,-1,False
1202,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,FinancialXpress,0.8987248750320206,0.0,1,-1,False
1182,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,anadoluagency,0.8987287509674893,0.0,1,-1,False
1152,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,guardian,0.8987300828603557,0.0,1,-1,False
837,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,WAMNEWS_ENG,0.8987482553205183,0.0,9,-1,False
1171,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,lajornadaonline,0.8987695716209161,0.0,1,-1,False
1246,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,RoyaTV,0.8987701316510681,0.0,1,-1,False
1234,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,PTTVOnlineNews,0.8987929463107208,0.0,1,-1,False
1231,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,ATBDigital,0.8987996131410279,0.0,1,-1,False
1215,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,manoramanews,0.8988002726937588,0.0,1,-1,False
1277,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,UltimaHoracom,0.8988036248310928,0.0,1,-1,False
862,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,RoyaTV,0.898816881246034,2.7e-322,9,-1,False
1178,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,TheQuint,0.8988172493401024,0.0,1,-1,False
1217,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,FabrizioRomano,0.8988324624693711,0.0,1,-1,False
1223,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,YinonMagal,0.8988385242702975,0.0,1,-1,False
1186,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,IrnaEnglish,0.8988574081867714,0.0,1,-1,False
1169,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,TRTArabi,0.8988678306183456,0.0,1,-1,False
881,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,A3Noticias,0.8988770824467917,3.36e-322,9,-1,False
892,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,News18Urdu,0.8988803943685508,0.0,9,-1,False
1207,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,bbcpersian,0.898888530052216,0.0,1,-1,False
1241,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,nexta_tv,0.8988897609744599,0.0,1,-1,False
1193,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,tengrinewskz,0.8988932433122071,0.0,1,-1,False
1184,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,ndtv,0.8989018215053888,0.0,1,-1,False
821,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,agenciabrasil,0.8989026688119681,0.0,9,-1,False
1233,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,afpfr,0.8989039287040641,0.0,1,-1,False
1261,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,Republic_Bharat,0.8989076871460729,0.0,1,-1,False
1168,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,correodelsurcom,0.8989093837776689,0.0,1,-1,False
568,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,Javanmardi75,0.8989161490047937,5.086783191202943e-276,4,-1,False
1153,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,VOAfarsi,0.8989417778655171,0.0,1,-1,False
1164,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,v_alalamnews,0.8989564819954201,0.0,1,-1,False
1232,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,SCMPNews,0.8989564819954201,0.0,1,-1,False
875,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,GeneralMCNews,0.8989630009605568,0.0,9,-1,False
1183,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,clashreport,0.8989810327841824,0.0,1,-1,False
1157,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,trtworld,0.8990109583620932,0.0,1,-1,False
1272,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,kairalinews,0.8990243997286416,0.0,1,-1,False
876,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,anatoliisharii,0.8990309797692961,0.0,9,-1,False
1212,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,the_hindu,0.8990436266896223,0.0,1,-1,False
844,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,YosephHaddad,0.8990456227013969,5e-324,9,-1,False
1252,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,LANACION,0.8990564357521773,0.0,1,-1,False
890,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,kazinform_eng,0.8991081573342925,1.14e-322,9,-1,False
873,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,MoscowTimes,0.8991081573342925,1.14e-322,9,-1,False
1219,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,yonhapcn,0.8991156577743934,0.0,1,-1,False
1191,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,globalnews,0.8991299179053251,0.0,1,-1,False
854,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,_IPNoticias,0.8991329376084863,0.0,9,-1,False
1242,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,ME_Observer_,0.8991341084820895,0.0,1,-1,False
548,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,WatcherGuru,0.8991354070103623,5.563629358852832e-220,4,-1,False
1251,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,agerpres,0.8991446587744236,0.0,1,-1,False
1238,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,_IPNoticias,0.8991449241516752,0.0,1,-1,False
1204,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,MeghUpdates,0.8991527256097678,0.0,1,-1,False
864,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,El_Universal_Mx,0.8991528986832025,0.0,9,-1,False
1271,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,manniefabian,0.8991567044054394,0.0,1,-1,False
812,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,TheAstanaTimes,0.8991596888706385,1.8e-322,9,-1,False
1192,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,nytimes,0.8991774221510171,0.0,1,-1,False
1200,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,PDChina,0.8991817384679902,0.0,1,-1,False
1239,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,AJEnglish,0.8991855078704238,0.0,1,-1,False
785,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,TRTArabi,0.8991855896691925,3.4e-322,9,-1,False
1256,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,telesurenglish,0.8991861151952778,0.0,1,-1,False
1255,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,espectadorccs,0.8992072119837472,0.0,1,-1,False
1265,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,A3Noticias,0.8992085871290615,0.0,1,-1,False
797,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,ESPNFC,0.8992157740037161,2.27e-322,9,-1,False
830,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,gulf_news,0.899222179022689,2.3e-322,9,-1,False
828,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,the_hindu,0.8992251353897255,0.0,9,-1,False
871,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,espectadorccs,0.8992263693565943,1.53e-322,9,-1,False
882,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,CBCNews,0.8992355868384704,2.4e-322,9,-1,False
1262,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,MothershipSG,0.899238639240945,0.0,1,-1,False
1227,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,sportsru,0.8992545198096576,0.0,1,-1,False
1247,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,Gazzetta_it,0.8992655239967509,0.0,1,-1,False
1278,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,CGTNOfficial,0.8992762738240817,0.0,1,-1,False
869,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,ChannelNewsInd1,0.8992987460628752,2.77e-322,9,-1,False
1213,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,elcomerciocom,0.8993000845951221,0.0,1,-1,False
877,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,Republic_Bharat,0.899300617419823,0.0,9,-1,False
1203,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,akipress,0.8993069296598625,0.0,1,-1,False
1214,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,gulf_news,0.8993445618173118,0.0,1,-1,False
1206,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,Sota_Vision,0.8993605936828307,0.0,1,-1,False
1160,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,OANN,0.8993752304352282,0.0,1,-1,False
863,175d885203a019baa12ff49533e3f8e38ed553d2f1f04d4d73bbab70fc822776,Gazzetta_it,0.8993875372814236,0.0,9,-1,False
1221,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,WAMNEWS_ENG,0.8994142641004632,0.0,1,-1,False
1243,48df027908f4ae0c29f2674858618703e8df42fca4b298c62699b737bcb319bc,SkyNews,0.8994425550533033,0.0,1,-1,False
585,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,euroradio,0.8994743810908433,0.0,4,-1,False
468,cac7b79b7eca7236f513ac494ee2190c32aa9e69c323a27d7c9474cf730a356a,biobio,0.8994921128022626,0.0,12,-1,False
534,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,aya_velazquez,0.8994961236340546,6.545855323856391e-202,4,-1,False
518,eb5b6b5313be4c22e7ecc2c1a87f55d40b803c2a6548a7030089b37b04b1df6c,beholdisrael,0.8994961236340546,6.545855323856391e-202,4,-1,False
